date,location,gear,trt,cage,bag,oyster_num,height,length,width,tag_num
7/26/22,out,FB,FBo,,1,21,41,32,11,16
7/26/22,out,FB,FBo,,1,22,42,35,11,16
7/26/22,out,FB,FBo,,1,23,58,44,18,16
7/26/22,out,FB,FBo,,1,24,56,37,11,16
7/26/22,out,FB,FBo,,1,25,48,37,12,16
7/26/22,out,FB,FBo,,1,26,60,41,15,16
7/26/22,out,FB,FBo,,1,27,50,36,14,16
7/26/22,out,FB,FBo,,1,28,55,36,14,16
7/26/22,out,FB,FBo,,1,29,57,39,15,16
7/26/22,out,FB,FBo,,1,30,55,44,14,16
7/26/22,out,FB,FBo,,1,31,47,37,12,16
7/26/22,out,FB,FBo,,1,32,54,36,16,16
7/26/22,out,FB,FBo,,2,33,52,38,12,17
7/26/22,out,FB,FBo,,2,34,60,44,16,17
7/26/22,out,FB,FBo,,2,35,60,42,14,17
7/26/22,out,FB,FBo,,2,36,49,39,13,17
7/26/22,out,FB,FBo,,2,37,45,37,10,17
7/26/22,out,FB,FBo,,2,38,57,39,15,17
7/26/22,out,FB,FBo,,2,39,72,42,16,17
7/26/22,out,FB,FBo,,2,40,57,43,16,17
7/26/22,out,FB,FBo,,2,41,57,43,15,17
7/26/22,out,FB,FBo,,2,42,39,30,11,17
7/26/22,out,FB,FBo,,2,43,54,42,21,17
7/26/22,out,FB,FBo,,2,44,46,33,12,17
7/26/22,out,FB,FBo,,2,45,69,42,15,17
7/26/22,out,FB,FBo,,2,46,52,44,15,17
7/26/22,out,FB,FBo,,2,47,52,38,11,17
7/26/22,out,FB,FBo,,2,48,37,25,10,17
7/26/22,out,FB,FBo,,2,49,62,45,15,17
7/26/22,out,FB,FBo,,2,50,68,43,18,17
7/26/22,out,FB,FBo,,2,51,44,30,9,17
7/26/22,out,FB,FBo,,2,52,58,40,14,17
7/26/22,out,FB,FBo,,2,53,64,44,14,17
7/26/22,out,FB,FBo,,2,54,41,35,11,17
7/26/22,out,FB,FBo,,2,55,66,49,16,17
7/26/22,out,FB,FBo,,2,56,35,27,10,17
7/26/22,out,FB,FBo,,2,57,62,41,17,17
7/26/22,out,FB,FBo,,2,58,41,35,11,17
7/26/22,out,FB,FBo,,2,59,59,40,14,17
7/26/22,out,FB,FBo,,2,60,54,32,15,17
7/26/22,out,FB,FBo,,2,61,44,34,13,17
7/26/22,out,FB,FBo,,2,62,52,40,15,17
7/26/22,out,FB,FBo,,2,63,59,46,15,17
7/26/22,out,FB,FBo,,2,64,56,38,14,17
7/26/22,out,FB,FBo,,3,65,64,46,17,18
7/26/22,out,FB,FBo,,3,66,48,36,14,18
7/26/22,out,FB,FBo,,3,67,61,43,21,18
7/26/22,out,FB,FBo,,3,68,41,32,18,18
7/26/22,out,FB,FBo,,3,69,48,38,12,18
7/26/22,out,FB,FBo,,3,70,60,40,13,18
7/26/22,out,FB,FBo,,3,71,59,41,14,18
7/26/22,out,FB,FBo,,3,72,43,33,11,18
7/26/22,out,FB,FBo,,3,73,49,32,12,18
7/26/22,out,FB,FBo,,3,74,62,50,15,18
7/26/22,out,FB,FBo,,3,75,45,32,9,18
7/26/22,out,FB,FBo,,3,76,48,36,12,18
7/26/22,out,FB,FBo,,3,77,72,44,14,18
7/26/22,out,FB,FBo,,3,78,40,32,10,18
7/26/22,out,FB,FBo,,3,79,59,39,15,18
7/26/22,out,FB,FBo,,3,80,40,30,9,18
7/26/22,out,FB,FBo,,3,81,68,43,13,18
7/26/22,out,FB,FBo,,3,82,55,37,14,18
7/26/22,out,FB,FBo,,3,83,55,46,15,18
7/26/22,out,FB,FBo,,3,84,55,43,16,18
7/26/22,out,FB,FBo,,3,85,50,43,10,18
7/26/22,out,FB,FBo,,3,86,52,35,17,18
7/26/22,out,FB,FBo,,3,87,52,45,12,18
7/26/22,out,FB,FBo,,3,88,53,40,11,18
7/26/22,out,FB,FBo,,3,89,58,41,13,18
7/26/22,out,FB,FBo,,3,90,44,32,12,18
7/26/22,out,FB,FBo,,3,91,46,37,13,18
7/26/22,out,FB,FBo,,3,92,49,40,13,18
7/26/22,out,FB,FBo,,3,93,39,37,14,18
7/26/22,out,FB,FBo,,3,94,47,37,14,18
7/26/22,out,FB,FBo,,3,95,68,47,15,18
7/26/22,out,FB,FBo,,3,96,47,34,13,18
7/26/22,in,FC,FCi,1,A,1,51,40,14,19
7/26/22,in,FC,FCi,1,A,2,44,30,13,19
7/26/22,in,FC,FCi,1,A,3,70,42,16,19
7/26/22,in,FC,FCi,1,A,4,57,37,15,19
7/26/22,in,FC,FCi,1,A,5,48,35,12,19
7/26/22,in,FC,FCi,1,A,6,61,41,16,19
7/26/22,in,FC,FCi,1,A,7,63,36,16,19
7/26/22,in,FC,FCi,1,A,8,33,23,8,19
7/26/22,in,FC,FCi,1,B,9,52,47,17,20
7/26/22,in,FC,FCi,1,B,10,49,34,14,20
7/26/22,in,FC,FCi,1,B,11,60,43,16,20
7/26/22,in,FC,FCi,1,B,12,63,40,17,20
7/26/22,in,FC,FCi,1,B,13,44,39,11,20
7/26/22,in,FC,FCi,1,B,14,57,38,17,20
7/26/22,in,FC,FCi,1,B,15,56,37,13,20
7/26/22,in,FC,FCi,1,B,16,54,37,12,20
7/26/22,in,FC,FCi,1,C,17,60,37,15,21
7/26/22,in,FC,FCi,1,C,18,61,44,16,21
7/26/22,in,FC,FCi,1,C,19,41,33,10,21
7/26/22,in,FC,FCi,1,C,20,52,34,12,21
7/26/22,in,FC,FCi,1,C,21,55,37,14,21
7/26/22,in,FC,FCi,1,C,22,53,36,13,21
7/26/22,in,FC,FCi,1,C,23,51,37,13,21
7/26/22,in,FC,FCi,1,C,24,64,44,18,21
7/26/22,in,FC,FCi,1,D,25,70,50,19,22
7/26/22,in,FC,FCi,1,D,26,46,37,13,22
7/26/22,in,FC,FCi,1,D,27,76,46,20,22
7/26/22,in,FC,FCi,1,D,28,64,47,17,22
7/26/22,in,FC,FCi,1,D,29,70,46,16,22
7/26/22,in,FC,FCi,1,D,30,68,46,14,22
7/26/22,in,FC,FCi,1,D,31,57,38,14,22
7/26/22,in,FC,FCi,1,D,32,52,37,11,22
7/26/22,in,FC,FCi,2,A,33,54,40,13,23
7/26/22,in,FC,FCi,2,A,34,55,40,16,23
7/26/22,in,FC,FCi,2,A,35,48,38,12,23
7/26/22,in,FC,FCi,2,A,36,70,42,18,23
7/26/22,in,FC,FCi,2,A,37,54,35,13,23
7/26/22,in,FC,FCi,2,A,38,53,43,13,23
7/26/22,in,FC,FCi,2,A,39,65,44,15,23
7/26/22,in,FC,FCi,2,A,40,59,38,16,23
7/26/22,in,FC,FCi,2,B,41,60,44,14,24
7/26/22,in,FC,FCi,2,B,42,45,27,9,24
7/26/22,in,FC,FCi,2,B,43,64,42,17,24
7/26/22,in,FC,FCi,2,B,44,54,37,13,24
7/26/22,in,FC,FCi,2,B,45,42,34,14,24
7/26/22,in,FC,FCi,2,B,46,38,31,9,24
7/26/22,in,FC,FCi,2,B,47,45,38,15,24
7/26/22,in,FC,FCi,2,B,48,61,42,15,24
7/26/22,in,FC,FCi,2,C,49,45,35,10,25
7/26/22,in,FC,FCi,2,C,50,38,31,9,25
7/26/22,in,FC,FCi,2,C,51,50,32,13,25
7/26/22,in,FC,FCi,2,C,52,71,57,17,25
7/26/22,in,FC,FCi,2,C,53,45,31,12,25
7/26/22,in,FC,FCi,2,C,54,52,36,9,25
7/26/22,in,FC,FCi,2,C,55,71,41,13,25
7/26/22,in,FC,FCi,2,C,56,37,32,10,25
7/26/22,in,FC,FCi,2,D,57,69,50,21,26
7/26/22,in,FC,FCi,2,D,58,41,32,10,26
7/26/22,in,FC,FCi,2,D,59,54,43,15,26
7/26/22,in,FC,FCi,2,D,60,79,51,19,26
7/26/22,in,FC,FCi,2,D,61,61,48,15,26
7/26/22,in,FC,FCi,2,D,62,53,38,12,26
7/26/22,in,FC,FCi,2,D,63,45,42,13,26
7/26/22,in,FC,FCi,2,D,64,52,38,15,26
7/26/22,in,FC,FCi,3,A,65,65,46,15,27
7/26/22,in,FC,FCi,3,A,66,58,39,15,27
7/26/22,in,FC,FCi,3,A,67,68,47,18,27
7/26/22,in,FC,FCi,3,A,68,65,40,18,27
7/26/22,in,FC,FCi,3,A,69,43,32,12,27
7/26/22,in,FC,FCi,3,A,70,57,38,17,27
7/26/22,in,FC,FCi,3,A,71,50,37,12,27
7/26/22,in,FC,FCi,3,A,72,60,50,18,27
7/26/22,in,FC,FCi,3,B,73,55,35,23,28
7/26/22,in,FC,FCi,3,B,74,50,35,11,28
7/26/22,in,FC,FCi,3,B,75,75,54,19,28
7/26/22,in,FC,FCi,3,B,76,55,39,13,28
7/26/22,in,FC,FCi,3,B,77,58,47,16,28
7/26/22,in,FC,FCi,3,B,78,52,42,16,28
7/26/22,in,FC,FCi,3,B,79,58,46,18,28
7/26/22,in,FC,FCi,3,B,80,42,36,12,28
7/26/22,in,FC,FCi,3,C,81,41,30,12,29
7/26/22,in,FC,FCi,3,C,82,50,38,11,29
7/26/22,in,FC,FCi,3,C,83,62,41,18,29
7/26/22,in,FC,FCi,3,C,84,43,33,9,29
7/26/22,in,FC,FCi,3,C,85,46,32,8,29
7/26/22,in,FC,FCi,3,C,86,64,33,14,29
7/26/22,in,FC,FCi,3,C,87,46,34,8,29
7/26/22,in,FC,FCi,3,C,88,70,40,16,29
7/26/22,in,FC,FCi,3,D,89,48,35,13,30
7/26/22,in,FC,FCi,3,D,90,71,52,21,30
7/26/22,in,FC,FCi,3,D,91,42,39,10,30
7/26/22,in,FC,FCi,3,D,92,65,39,14,30
7/26/22,in,FC,FCi,3,D,93,53,36,15,30
7/26/22,in,FC,FCi,3,D,94,47,35,11,30
7/26/22,in,FC,FCi,3,D,95,46,32,11,30
7/26/22,in,FC,FCi,3,D,96,57,47,16,30
7/26/22,out,FC,FCo,1,A,1,56,43,15,4
7/26/22,out,FC,FCo,1,A,2,69,46,18,4
7/26/22,out,FC,FCo,1,A,3,63,42,17,4
7/26/22,out,FC,FCo,1,A,4,49,38,12,4
7/26/22,out,FC,FCo,1,A,5,56,40,17,4
7/26/22,out,FC,FCo,1,A,6,53,44,12,4
7/26/22,out,FC,FCo,1,A,7,65,40,16,4
7/26/22,out,FC,FCo,1,A,8,41,33,11,4
7/26/22,out,FC,FCo,1,B,9,68,45,17,5
7/26/22,out,FC,FCo,1,B,10,46,35,11,5
7/26/22,out,FC,FCo,1,B,11,56,39,14,5
7/26/22,out,FC,FCo,1,B,12,58,36,13,5
7/26/22,out,FC,FCo,1,B,13,51,32,11,5
7/26/22,out,FC,FCo,1,B,14,40,31,12,5
7/26/22,out,FC,FCo,1,B,15,44,37,12,5
7/26/22,out,FC,FCo,1,B,16,61,43,14,5
7/26/22,out,FC,FCo,1,C,17,39,35,11,6
7/26/22,out,FC,FCo,1,C,18,46,40,11,6
7/26/22,out,FC,FCo,1,C,19,40,26,12,6
7/26/22,out,FC,FCo,1,C,20,40,33,10,6
7/26/22,out,FC,FCo,1,C,21,51,33,12,6
7/26/22,out,FC,FCo,1,C,22,28,18,5,6
7/26/22,out,FC,FCo,1,C,23,56,42,14,6
7/26/22,out,FC,FCo,1,C,24,51,37,13,6
7/26/22,out,FC,FCo,1,D,25,55,48,14,7
7/26/22,out,FC,FCo,1,D,26,68,45,16,7
7/26/22,out,FC,FCo,1,D,27,82,45,15,7
7/26/22,out,FC,FCo,1,D,28,58,43,13,7
7/26/22,out,FC,FCo,1,D,29,64,41,16,7
7/26/22,out,FC,FCo,1,D,30,64,35,14,7
7/26/22,out,FC,FCo,1,D,31,63,50,19,7
7/26/22,out,FC,FCo,1,D,32,56,37,15,7
7/26/22,out,FC,FCo,2,A,33,37,23,10,8
7/26/22,out,FC,FCo,2,A,34,59,40,15,8
7/26/22,out,FC,FCo,2,A,35,40,32,9,8
7/26/22,out,FC,FCo,2,A,36,58,40,16,8
7/26/22,out,FC,FCo,2,A,37,62,50,19,8
7/26/22,out,FC,FCo,2,A,38,59,44,12,8
7/26/22,out,FC,FCo,2,A,39,55,41,13,8
7/26/22,out,FC,FCo,2,A,40,47,40,13,8
7/26/22,out,FC,FCo,2,B,41,36,32,10,9
7/26/22,out,FC,FCo,2,B,42,45,32,10,9
7/26/22,out,FC,FCo,2,B,43,51,41,13,9
7/26/22,out,FC,FCo,2,B,44,63,49,14,9
7/26/22,out,FC,FCo,2,B,45,60,40,15,9
7/26/22,out,FC,FCo,2,B,46,50,43,14,9
7/26/22,out,FC,FCo,2,B,47,55,45,14,9
7/26/22,out,FC,FCo,2,B,48,45,38,11,9
7/26/22,out,FC,FCo,2,C,49,70,47,13,10
7/26/22,out,FC,FCo,2,C,50,68,48,17,10
7/26/22,out,FC,FCo,2,C,51,45,31,13,10
7/26/22,out,FC,FCo,2,C,52,46,38,12,10
7/26/22,out,FC,FCo,2,C,53,70,45,14,10
7/26/22,out,FC,FCo,2,C,54,40,29,13,10
7/26/22,out,FC,FCo,2,C,55,58,42,17,10
7/26/22,out,FC,FCo,2,C,56,63,45,13,10
7/26/22,out,FC,FCo,2,D,57,55,43,14,11
7/26/22,out,FC,FCo,2,D,58,53,40,14,11
7/26/22,out,FC,FCo,2,D,59,61,35,18,11
7/26/22,out,FC,FCo,2,D,60,72,50,20,11
7/26/22,out,FC,FCo,2,D,61,58,41,19,11
7/26/22,out,FC,FCo,2,D,62,55,37,11,11
7/26/22,out,FC,FCo,2,D,63,40,31,11,11
7/26/22,out,FC,FCo,2,D,64,56,41,13,11
7/26/22,out,FC,FCo,3,A,65,45,34,12,12
7/26/22,out,FC,FCo,3,A,66,54,42,12,12
7/26/22,out,FC,FCo,3,A,67,57,46,14,12
7/26/22,out,FC,FCo,3,A,68,43,31,11,12
7/26/22,out,FC,FCo,3,A,69,50,39,14,12
7/26/22,out,FC,FCo,3,A,70,42,34,11,12
7/26/22,out,FC,FCo,3,A,71,40,35,11,12
7/26/22,out,FC,FCo,3,A,72,36,36,12,12
7/26/22,out,FC,FCo,3,B,73,60,42,14,13
7/26/22,out,FC,FCo,3,B,74,69,48,17,13
7/26/22,out,FC,FCo,3,B,75,49,39,16,13
7/26/22,out,FC,FCo,3,B,76,49,42,13,13
7/26/22,out,FC,FCo,3,B,77,56,39,17,13
7/26/22,out,FC,FCo,3,B,78,51,32,11,13
7/26/22,out,FC,FCo,3,B,79,56,35,13,13
7/26/22,out,FC,FCo,3,B,80,43,37,11,13
7/26/22,out,FC,FCo,3,C,81,42,35,11,14
7/26/22,out,FC,FCo,3,C,82,59,44,15,14
7/26/22,out,FC,FCo,3,C,83,41,30,10,14
7/26/22,out,FC,FCo,3,C,84,45,36,10,14
7/26/22,out,FC,FCo,3,C,85,36,32,13,14
7/26/22,out,FC,FCo,3,C,86,45,35,11,14
7/26/22,out,FC,FCo,3,C,87,47,40,12,14
7/26/22,out,FC,FCo,3,C,88,40,29,10,14
7/26/22,out,FC,FCo,3,D,89,46,31,14,15
7/26/22,out,FC,FCo,3,D,90,42,32,13,15
7/26/22,out,FC,FCo,3,D,91,53,39,13,15
7/26/22,out,FC,FCo,3,D,92,50,37,11,15
7/26/22,out,FC,FCo,3,D,93,43,30,10,15
7/26/22,out,FC,FCo,3,D,94,55,42,13,15
7/26/22,out,FC,FCo,3,D,95,53,42,16,15
7/26/22,out,FC,FCo,3,D,96,47,35,14,15
8/15/22,in,BP,BPi,,,1,60,51,16,BPi
8/15/22,in,BP,BPi,,,2,54,45,15,BPi
8/15/22,in,BP,BPi,,,3,48,35,15,BPi
8/15/22,in,BP,BPi,,,4,56,44,17,BPi
8/15/22,in,BP,BPi,,,5,62,40,17,BPi
8/15/22,in,BP,BPi,,,6,51,42,16,BPi
8/15/22,in,BP,BPi,,,7,60,50,19,BPi
8/15/22,in,BP,BPi,,,8,65,39,22,BPi
8/15/22,in,BP,BPi,,,9,52,39,15,BPi
8/15/22,in,BP,BPi,,,10,58,46,19,BPi
8/15/22,in,BP,BPi,,,11,54,37,16,BPi
8/15/22,in,BP,BPi,,,12,71,45,17,BPi
8/15/22,in,BP,BPi,,,13,67,38,15,BPi
8/15/22,in,BP,BPi,,,14,73,45,17,BPi
8/15/22,in,BP,BPi,,,15,59,37,18,BPi
8/15/22,in,BP,BPi,,,16,69,50,24,BPi
8/15/22,in,BP,BPi,,,17,50,33,14,BPi
8/15/22,in,BP,BPi,,,18,67,47,17,BPi
8/15/22,in,BP,BPi,,,19,54,50,15,BPi
8/15/22,in,BP,BPi,,,20,65,45,19,BPi
8/15/22,in,BP,BPi,,,21,60,43,15,BPi
8/15/22,in,BP,BPi,,,22,66,40,21,BPi
8/15/22,in,BP,BPi,,,23,41,33,11,BPi
8/15/22,in,BP,BPi,,,24,66,40,20,BPi
8/15/22,in,BP,BPi,,,25,55,48,15,BPi
8/15/22,in,BP,BPi,,,26,60,51,17,BPi
8/15/22,in,BP,BPi,,,27,63,53,20,BPi
8/15/22,in,BP,BPi,,,28,56,46,19,BPi
8/15/22,in,BP,BPi,,,29,62,40,22,BPi
8/15/22,in,BP,BPi,,,30,75,58,25,BPi
8/15/22,in,BP,BPi,,,31,66,45,23,BPi
8/15/22,in,BP,BPi,,,32,67,45,18,BPi
8/15/22,in,BP,BPi,,,33,63,40,18,BPi
8/15/22,in,BP,BPi,,,34,55,39,15,BPi
8/15/22,in,BP,BPi,,,35,41,37,14,BPi
8/15/22,in,BP,BPi,,,36,56,42,19,BPi
8/15/22,in,BP,BPi,,,37,49,45,18,BPi
8/15/22,in,BP,BPi,,,38,68,58,18,BPi
8/15/22,in,BP,BPi,,,39,53,47,16,BPi
8/15/22,in,BP,BPi,,,40,48,38,14,BPi
8/15/22,in,BP,BPi,,,41,60,53,17,BPi
8/15/22,in,BP,BPi,,,42,53,34,14,BPi
8/15/22,in,BP,BPi,,,43,68,50,19,BPi
8/15/22,in,BP,BPi,,,44,75,43,21,BPi
8/15/22,in,BP,BPi,,,45,62,41,19,BPi
8/15/22,in,BP,BPi,,,46,68,60,22,BPi
8/15/22,in,BP,BPi,,,47,73,44,19,BPi
8/15/22,in,BP,BPi,,,48,63,50,20,BPi
8/15/22,in,BP,BPi,,,49,59,39,19,BPi
8/15/22,in,BP,BPi,,,50,61,41,15,BPi
8/15/22,in,BP,BPi,,,51,50,37,17,BPi
8/15/22,in,BP,BPi,,,52,59,46,15,BPi
8/15/22,in,BP,BPi,,,53,52,35,14,BPi
8/15/22,in,BP,BPi,,,54,48,31,10,BPi
8/15/22,in,BP,BPi,,,55,58,48,20,BPi
8/15/22,in,BP,BPi,,,56,50,31,13,BPi
8/15/22,in,BP,BPi,,,57,61,38,15,BPi
8/15/22,in,BP,BPi,,,58,58,49,16,BPi
8/15/22,in,BP,BPi,,,59,53,39,19,BPi
8/15/22,in,BP,BPi,,,60,55,43,17,BPi
8/15/22,in,BP,BPi,,,61,54,39,18,BPi
8/15/22,in,BP,BPi,,,62,60,41,18,BPi
8/15/22,in,BP,BPi,,,63,58,37,14,BPi
8/15/22,in,BP,BPi,,,64,54,39,17,BPi
8/15/22,in,BP,BPi,,,65,56,32,14,BPi
8/15/22,in,BP,BPi,,,66,55,41,14,BPi
8/15/22,in,BP,BPi,,,67,45,35,14,BPi
8/15/22,in,BP,BPi,,,68,39,26,11,BPi
8/15/22,in,BP,BPi,,,69,60,39,17,BPi
8/15/22,in,BP,BPi,,,70,44,35,13,BPi
8/15/22,in,BP,BPi,,,71,55,43,17,BPi
8/15/22,in,BP,BPi,,,72,57,38,14,BPi
8/15/22,in,BP,BPi,,,73,48,35,18,BPi
8/15/22,in,BP,BPi,,,74,46,37,13,BPi
8/15/22,in,BP,BPi,,,75,45,38,10,BPi
8/15/22,in,BP,BPi,,,76,53,40,17,BPi
8/15/22,in,BP,BPi,,,77,48,32,13,BPi
8/15/22,in,BP,BPi,,,78,52,40,16,BPi
8/15/22,in,BP,BPi,,,79,62,40,20,BPi
8/15/22,in,BP,BPi,,,80,55,38,14,BPi
8/15/22,in,BP,BPi,,,81,59,45,18,BPi
8/15/22,in,BP,BPi,,,82,44,34,13,BPi
8/15/22,in,BP,BPi,,,83,52,34,14,BPi
8/15/22,in,BP,BPi,,,84,64,38,18,BPi
8/15/22,in,BP,BPi,,,85,49,32,15,BPi
8/15/22,in,BP,BPi,,,86,53,43,18,BPi
8/15/22,in,BP,BPi,,,87,47,28,13,BPi
8/15/22,in,BP,BPi,,,88,43,33,14,BPi
8/15/22,in,BP,BPi,,,89,46,34,12,BPi
8/15/22,in,BP,BPi,,,90,50,39,13,BPi
8/15/22,in,BP,BPi,,,91,55,34,18,BPi
8/15/22,in,BP,BPi,,,92,68,38,15,BPi
8/15/22,in,BP,BPi,,,93,54,39,17,BPi
8/15/22,in,BP,BPi,,,94,46,32,10,BPi
8/15/22,in,BP,BPi,,,95,49,34,12,BPi
8/15/22,in,BP,BPi,,,96,44,32,16,BPi
8/15/22,out,BP,BPo,,,1,54,44,17,BPo
8/15/22,out,BP,BPo,,,2,67,49,20,BPo
8/15/22,out,BP,BPo,,,3,59,38,15,BPo
8/15/22,out,BP,BPo,,,4,57,42,18,BPo
8/15/22,out,BP,BPo,,,5,65,46,23,BPo
8/15/22,out,BP,BPo,,,6,58,44,15,BPo
8/15/22,out,BP,BPo,,,7,56,34,17,BPo
8/15/22,out,BP,BPo,,,8,41,35,11,BPo
8/15/22,out,BP,BPo,,,9,68,47,16,BPo
8/15/22,out,BP,BPo,,,10,46,32,14,BPo
8/15/22,out,BP,BPo,,,11,60,37,19,BPo
8/15/22,out,BP,BPo,,,12,44,33,12,BPo
8/15/22,out,BP,BPo,,,13,47,37,15,BPo
8/15/22,out,BP,BPo,,,14,55,46,13,BPo
8/15/22,out,BP,BPo,,,15,42,35,13,BPo
8/15/22,out,BP,BPo,,,16,54,47,16,BPo
8/15/22,out,BP,BPo,,,17,59,40,16,BPo
8/15/22,out,BP,BPo,,,18,49,37,13,BPo
8/15/22,out,BP,BPo,,,19,58,42,19,BPo
8/15/22,out,BP,BPo,,,20,61,41,21,BPo
8/15/22,out,BP,BPo,,,21,57,34,24,BPo
8/15/22,out,BP,BPo,,,22,57,40,15,BPo
8/15/22,out,BP,BPo,,,23,43,46,14,BPo
8/15/22,out,BP,BPo,,,24,62,45,19,BPo
8/15/22,out,BP,BPo,,,25,45,39,14,BPo
8/15/22,out,BP,BPo,,,26,63,42,20,BPo
8/15/22,out,BP,BPo,,,27,64,39,14,BPo
8/15/22,out,BP,BPo,,,28,64,44,17,BPo
8/15/22,out,BP,BPo,,,29,57,43,17,BPo
8/15/22,out,BP,BPo,,,30,54,35,14,BPo
8/15/22,out,BP,BPo,,,31,46,36,14,BPo
8/15/22,out,BP,BPo,,,32,52,37,15,BPo
8/15/22,out,BP,BPo,,,33,51,39,19,BPo
8/15/22,out,BP,BPo,,,34,57,43,16,BPo
8/15/22,out,BP,BPo,,,35,44,36,12,BPo
8/15/22,out,BP,BPo,,,36,62,38,14,BPo
8/15/22,out,BP,BPo,,,37,33,29,9,BPo
8/15/22,out,BP,BPo,,,38,49,30,13,BPo
8/15/22,out,BP,BPo,,,39,66,35,14,BPo
8/15/22,out,BP,BPo,,,40,59,45,17,BPo
8/15/22,out,BP,BPo,,,41,56,37,16,BPo
8/15/22,out,BP,BPo,,,42,54,40,12,BPo
8/15/22,out,BP,BPo,,,43,46,35,15,BPo
8/15/22,out,BP,BPo,,,44,63,34,16,BPo
8/15/22,out,BP,BPo,,,45,45,31,11,BPo
8/15/22,out,BP,BPo,,,46,46,32,15,BPo
8/15/22,out,BP,BPo,,,47,54,38,18,BPo
8/15/22,out,BP,BPo,,,48,48,38,14,BPo
8/15/22,out,BP,BPo,,,49,43,30,15,BPo
8/15/22,out,BP,BPo,,,50,62,45,16,BPo
8/15/22,out,BP,BPo,,,51,61,41,15,BPo
8/15/22,out,BP,BPo,,,52,63,42,20,BPo
8/15/22,out,BP,BPo,,,53,60,47,17,BPo
8/15/22,out,BP,BPo,,,54,45,36,11,BPo
8/15/22,out,BP,BPo,,,55,67,42,19,BPo
8/15/22,out,BP,BPo,,,56,61,42,18,BPo
8/15/22,out,BP,BPo,,,57,51,38,15,BPo
8/15/22,out,BP,BPo,,,58,74,44,21,BPo
8/15/22,out,BP,BPo,,,59,56,38,14,BPo
8/15/22,out,BP,BPo,,,60,57,38,14,BPo
8/15/22,out,BP,BPo,,,61,67,42,19,BPo
8/15/22,out,BP,BPo,,,62,65,40,24,BPo
8/15/22,out,BP,BPo,,,63,51,37,15,BPo
8/15/22,out,BP,BPo,,,64,55,39,20,BPo
8/15/22,out,BP,BPo,,,65,58,37,17,BPo
8/15/22,out,BP,BPo,,,66,71,40,23,BPo
8/15/22,out,BP,BPo,,,67,47,34,18,BPo
8/15/22,out,BP,BPo,,,68,56,39,21,BPo
8/15/22,out,BP,BPo,,,69,74,43,21,BPo
8/15/22,out,BP,BPo,,,70,74,46,22,BPo
8/15/22,out,BP,BPo,,,71,63,38,24,BPo
8/15/22,out,BP,BPo,,,72,42,35,15,BPo
8/15/22,out,BP,BPo,,,73,67,53,19,BPo
8/15/22,out,BP,BPo,,,74,65,40,23,BPo
8/15/22,out,BP,BPo,,,75,50,41,14,BPo
8/15/22,out,BP,BPo,,,76,47,38,16,BPo
8/15/22,out,BP,BPo,,,77,59,38,16,BPo
8/15/22,out,BP,BPo,,,78,52,35,16,BPo
8/15/22,out,BP,BPo,,,79,63,49,22,BPo
8/15/22,out,BP,BPo,,,80,52,37,17,BPo
8/15/22,out,BP,BPo,,,81,51,39,15,BPo
8/15/22,out,BP,BPo,,,82,61,42,25,BPo
8/15/22,out,BP,BPo,,,83,43,32,14,BPo
8/15/22,out,BP,BPo,,,84,63,43,21,BPo
8/15/22,out,BP,BPo,,,85,61,42,15,BPo
8/15/22,out,BP,BPo,,,86,72,42,16,BPo
8/15/22,out,BP,BPo,,,87,63,44,19,BPo
8/15/22,out,BP,BPo,,,88,58,41,15,BPo
8/15/22,out,BP,BPo,,,89,61,48,20,BPo
8/15/22,out,BP,BPo,,,90,45,33,15,BPo
8/15/22,out,BP,BPo,,,91,49,40,15,BPo
8/15/22,out,BP,BPo,,,92,55,34,15,BPo
8/15/22,out,BP,BPo,,,93,63,34,17,BPo
8/15/22,out,BP,BPo,,,94,64,34,20,BPo
8/15/22,out,BP,BPo,,,95,57,44,20,BPo
8/15/22,out,BP,BPo,,,96,56,38,15,BPo
8/15/22,in,FB,FBi,,1,1,70,49,20,1
8/15/22,in,FB,FBi,,1,2,77,43,16,1
8/15/22,in,FB,FBi,,1,3,73,48,18,1
8/15/22,in,FB,FBi,,1,4,71,48,17,1
8/15/22,in,FB,FBi,,1,5,61,42,19,1
8/15/22,in,FB,FBi,,1,6,69,51,17,1
8/15/22,in,FB,FBi,,1,7,57,40,15,1
8/15/22,in,FB,FBi,,1,8,77,51,17,1
8/15/22,in,FB,FBi,,1,9,70,50,17,1
8/15/22,in,FB,FBi,,1,10,67,52,16,1
8/15/22,in,FB,FBi,,1,11,64,48,17,1
8/15/22,in,FB,FBi,,1,12,57,40,15,1
8/15/22,in,FB,FBi,,1,13,42,35,14,1
8/15/22,in,FB,FBi,,1,14,75,55,17,1
8/15/22,in,FB,FBi,,1,15,68,48,17,1
8/15/22,in,FB,FBi,,1,16,64,49,17,1
8/15/22,in,FB,FBi,,1,17,76,57,16,1
8/15/22,in,FB,FBi,,1,18,58,45,17,1
8/15/22,in,FB,FBi,,1,19,62,44,16,1
8/15/22,in,FB,FBi,,1,20,75,49,18,1
8/15/22,in,FB,FBi,,1,21,53,38,14,1
8/15/22,in,FB,FBi,,1,22,52,41,12,1
8/15/22,in,FB,FBi,,1,23,54,38,13,1
8/15/22,in,FB,FBi,,1,24,50,46,13,1
8/15/22,in,FB,FBi,,1,25,62,40,14,1
